System/Element;PNO-LCCSD(T)-F12b
pheavy_in_1_Cl_anion;-459.838521941
pheavy_in_1_Cl;-459.703522428
pheavy_in_1_In;-189.764315585
;
pheavy_in_2;-1109.538537040
pheavy_in_2_Cl_anion;-459.838525686
pheavy_in_2_Cl;-459.703525032
pheavy_in_2_In;-189.764322298
;
pheavy_in_3;-589.191848220
pheavy_in_3_F_anion;-99.791309342
pheavy_in_3_F;-99.665186603
pheavy_in_3_In;-189.764062088
;
pheavy_in_4;-1939.718417490
pheavy_in_4_H;-0.499992715087
pheavy_in_4_C;-37.788289401
pheavy_in_4_O;-75.002415988
pheavy_in_4_F;-99.665201155
pheavy_in_4_Cl_anion;-459.838412590
pheavy_in_4_In;-189.764119533
;
pheavy_in_5;-2090.600735990
pheavy_in_5_H;-0.499992715087
pheavy_in_5_C;-37.788283882
pheavy_in_5_O;-75.002407262
pheavy_in_5_F;-99.665190181
pheavy_in_5_P;-340.829946495
pheavy_in_5_Cl_anion;-459.838388429
pheavy_in_5_In;-189.764076216
;
pheavy_in_6;-1990.296620210
pheavy_in_6_H;-0.499992715087
pheavy_in_6_C;-37.788286979
pheavy_in_6_O;-75.002412158
pheavy_in_6_F;-99.665196339
pheavy_in_6_P;-340.829952274
pheavy_in_6_Cl_anion;-459.838401985
pheavy_in_6_In;-189.764100521
;
pheavy_in_7;-1795.231528890
pheavy_in_7_H;-0.499992715087
pheavy_in_7_C;-37.788271510
pheavy_in_7_N;-54.527931946
pheavy_in_7_Cl;-459.703391917
pheavy_in_7_In;-189.763979116
;
pheavy_in_8;-3198.645387620
pheavy_in_8_H;-0.499992715087
pheavy_in_8_P;-340.829973435
pheavy_in_8_Cl;-459.703473531
pheavy_in_8_In;-189.764189523
;
pheavy_in_9;-1115.260178650
pheavy_in_9_H;-0.499992715087
pheavy_in_9_C;-37.788240470
pheavy_in_9_N;-54.527895702
pheavy_in_9_O;-75.002338622
pheavy_in_9_In;-189.763735499
;
pheavy_in_10;-982.883982210
pheavy_in_10_H;-0.499992715087
pheavy_in_10_N;-54.527950826
pheavy_in_10_In;-189.764106022
;
pheavy_in_11;-331.181027010
pheavy_in_11_H;-0.499992715087
pheavy_in_11_C;-37.788281566
pheavy_in_11_F;-99.665185577
pheavy_in_11_In;-189.764058042
;
pheavy_in_12;-2877.674999120
pheavy_in_12_Br;-416.236204516
pheavy_in_12_In;-189.764284545
;
pheavy_in_13;-1301.629414870
pheavy_in_13_H;-0.499992715087
pheavy_in_13_Cl;-459.703524220
pheavy_in_13_In;-189.764320206
;
pheavy_in_14;-540.190081230
pheavy_in_14_H;-0.499992715087
pheavy_in_14_C;-37.788271845
pheavy_in_14_In;-189.763981745
;
pheavy_in_15;-2152.767772700
pheavy_in_15_In;-189.764425347
pheavy_in_15_I;-295.435217552
;
pheavy_in_16;-540.190083970
pheavy_in_16_H;-0.499992715087
pheavy_in_16_C;-37.788271846
pheavy_in_16_In;-189.763981754
;
pheavy_in_17;-1069.792115730
pheavy_in_17_H;-0.499992715087
pheavy_in_17_C;-37.788254098
pheavy_in_17_O;-75.002360170
pheavy_in_17_In;-189.763842458
;
pheavy_in_18;-737.110838240
pheavy_in_18_H;-0.499992715087
pheavy_in_18_N;-54.527954003
pheavy_in_18_In;-189.764127383
;
pheavy_in_19;-1210.199211550
pheavy_in_19_O;-75.002408199
pheavy_in_19_In;-189.764080868
;
pheavy_in_20;-2814.489204710
pheavy_in_20_H;-0.499992715087
pheavy_in_20_P;-340.829967419
pheavy_in_20_In;-189.764164220
;
pheavy_in_21;-4719.312647200
pheavy_in_21_S;-397.672918006
pheavy_in_21_In;-189.764281789
;
pheavy_in_22;-988.729302160
pheavy_in_22_H;-0.499992715087
pheavy_in_22_C;-37.788241297
pheavy_in_22_O;-75.002339929
pheavy_in_22_In;-189.763741987
;
pheavy_in_23;-2033.662261680
pheavy_in_23_H;-0.499992715087
pheavy_in_23_C;-37.788252982
pheavy_in_23_O;-75.002358406
pheavy_in_23_Cl;-459.703335512
pheavy_in_23_In;-189.763833700
;
pheavy_in_24;-545.793061130
pheavy_in_24_H;-0.499992715087
pheavy_in_24_N;-54.527937117
pheavy_in_24_F;-99.665174389
pheavy_in_24_In;-189.764013876
;
pheavy_in_25;-232.002451830
pheavy_in_25_H;-0.499992715087
pheavy_in_25_C;-37.788286585
pheavy_in_25_In;-189.764097432
;
pheavy_in_26;-534.275878860
pheavy_in_26_H;-0.499992715087
pheavy_in_26_P;-340.829970148
pheavy_in_26_In;-189.764175698
;
pheavy_in_27;-417.155403970
pheavy_in_27_H;-0.499992715087
pheavy_in_27_O;-75.002388208
pheavy_in_27_In;-189.763981633
;
pheavy_in_28;-1219.533808470
pheavy_in_28_H;-0.499992715087
pheavy_in_28_C;-37.788277132
pheavy_in_28_O;-75.002396589
pheavy_in_28_In;-189.764023235
;
pheavy_in_29;-1044.614108650
pheavy_in_29_H;-0.499992715087
pheavy_in_29_C;-37.788288726
pheavy_in_29_N;-54.527952047
pheavy_in_29_O;-75.002414921
pheavy_in_29_In;-189.764114235
;
pheavy_in_30;-1044.616970290
pheavy_in_30_H;-0.499992715087
pheavy_in_30_C;-37.788287431
pheavy_in_30_N;-54.527950536
pheavy_in_30_O;-75.002412874
pheavy_in_30_In;-189.764104074
;
pheavy_in_31;-1989.808161070
pheavy_in_31_H;-0.499992715087
pheavy_in_31_C;-37.788286566
pheavy_in_31_O;-75.002411506
pheavy_in_31_F;-99.665195518
pheavy_in_31_P;-340.829951504
pheavy_in_31_Cl;-459.703437752
pheavy_in_31_In;-189.764097282
;
pheavy_in_32;-389.069544280
pheavy_in_32_F;-99.665210014
pheavy_in_32_In_cation;-189.558903826
;
pheavy_in_33;-190.678447970
pheavy_in_33_H;-0.499992715087
pheavy_in_33_In_cation;-189.559128787
;
pheavy_in_34;-269.242463100
pheavy_in_34_H;-0.499992715087
pheavy_in_34_C;-37.788275914
pheavy_in_34_In_cation;-189.558769370
;
pheavy_sn_1;-664.115461670
pheavy_sn_1_H;-0.499992715087
pheavy_sn_1_C_anion;-37.833069454
pheavy_sn_1_C;-37.788262377
pheavy_sn_1_Sn;-213.935971505
;
pheavy_sn_2;-857.841574440
pheavy_sn_2_H;-0.499992715087
pheavy_sn_2_Sn_anion;-213.988299446
pheavy_sn_2_Sn;-213.936384230
;
pheavy_sn_3;-513.575337560
pheavy_sn_3_F_anion;-99.791320772
pheavy_sn_3_F;-99.665191669
pheavy_sn_3_Sn;-213.936145082
;
pheavy_sn_4;-294.316408100
pheavy_sn_4_H;-0.499992715087
pheavy_sn_4_C_anion;-37.833088299
pheavy_sn_4_C;-37.788271688
pheavy_sn_4_Sn;-213.936044132
;
pheavy_sn_5;-1691.661000170
pheavy_sn_5_Sn;-213.936481528
pheavy_sn_5_I_anion;-295.559094636
pheavy_sn_5_I;-295.435212105
;
pheavy_sn_6;-581.915824470
pheavy_sn_6_H;-0.499992715087
pheavy_sn_6_C;-37.788263874
pheavy_sn_6_N;-54.527923029
pheavy_sn_6_O;-75.002375626
pheavy_sn_6_F;-99.665150400
pheavy_sn_6_Sn;-213.935983180
;
pheavy_sn_7;-1821.746363030
pheavy_sn_7_H;-0.499992715087
pheavy_sn_7_C;-37.788273083
pheavy_sn_7_N;-54.527933782
pheavy_sn_7_Sn;-213.936055014
;
pheavy_sn_8;-293.622634910
pheavy_sn_8_H;-0.499992715087
pheavy_sn_8_C;-37.788273804
pheavy_sn_8_Sn;-213.936060638
;
pheavy_sn_9;-722.985402520
pheavy_sn_9_H;-0.499992715087
pheavy_sn_9_C;-37.788260661
pheavy_sn_9_N;-54.527919277
pheavy_sn_9_O;-75.002370546
pheavy_sn_9_F;-99.665144011
pheavy_sn_9_Sn;-213.935958118
;
pheavy_sn_10;-1196.426726000
pheavy_sn_10_H;-0.499992715087
pheavy_sn_10_C;-37.788282764
pheavy_sn_10_N;-54.527945086
pheavy_sn_10_O;-75.002405494
pheavy_sn_10_Sn;-213.936130526
;
pheavy_sn_11;-811.629176820
pheavy_sn_11_H;-0.499992715087
pheavy_sn_11_C;-37.788286463
pheavy_sn_11_N;-54.527949405
pheavy_sn_11_O;-75.002411342
pheavy_sn_11_Sn;-213.936159377
;
pheavy_sn_12;-704.683558840
pheavy_sn_12_H;-0.499992715087
pheavy_sn_12_C;-37.788282642
pheavy_sn_12_F;-99.665187715
pheavy_sn_12_Sn;-213.936129572
;
pheavy_sn_13;-2274.524700250
pheavy_sn_13_H;-0.499992715087
pheavy_sn_13_C;-37.788292291
pheavy_sn_13_O;-75.002420557
pheavy_sn_13_F;-99.665206901
pheavy_sn_13_Cl;-459.703455179
pheavy_sn_13_Sn;-213.936204837
;
pheavy_sn_14;-488.741434450
pheavy_sn_14_O;-75.002400969
pheavy_sn_14_F;-99.665182268
pheavy_sn_14_Sn;-213.936108202
;
pheavy_sn_15;-2149.723192830
pheavy_sn_15_H;-0.499992715087
pheavy_sn_15_Sn;-213.936387932
;
pheavy_sn_16;-401.920098910
pheavy_sn_16_H;-0.499992715087
pheavy_sn_16_C;-37.788258849
pheavy_sn_16_N;-54.527917162
pheavy_sn_16_Sn;-213.935943990
;
pheavy_sn_17;-685.025832220
pheavy_sn_17_H;-0.499992715087
pheavy_sn_17_C;-37.788229891
pheavy_sn_17_Sn;-213.935718111
;
pheavy_sn_18;-742.253690620
pheavy_sn_18_H;-0.499992715087
pheavy_sn_18_C;-37.788244946
pheavy_sn_18_Si;-288.938645211
pheavy_sn_18_Sn;-213.935835544
;
pheavy_sn_19;-429.134614250
pheavy_sn_19_H;-0.499992715087
pheavy_sn_19_Sn;-213.936377735
;
pheavy_sn_20;-1440.582343850
pheavy_sn_20_F;-99.665198637
pheavy_sn_20_Sn;-213.936172417
;
pheavy_sn_21;-1879.328672550
pheavy_sn_21_Br;-416.236196586
pheavy_sn_21_Sn;-213.936335583
;
pheavy_sn_22;-600.494757380
pheavy_sn_22_H;-0.499992715087
pheavy_sn_22_C;-37.788236331
pheavy_sn_22_Sn;-213.935768342
;
pheavy_sn_23;-2695.212942110
pheavy_sn_23_Cl;-459.703522679
pheavy_sn_23_Sn;-213.936377785
;
pheavy_sn_24;-254.357714540
pheavy_sn_24_H;-0.499992715087
pheavy_sn_24_C;-37.788288321
pheavy_sn_24_Sn;-213.936173871
;
pheavy_sn_25;-471.340688480
pheavy_sn_25_H;-0.499992715087
pheavy_sn_25_N;-54.527938397
pheavy_sn_25_F;-99.665176569
pheavy_sn_25_Sn;-213.936085844
;
pheavy_sn_26;-505.400296630
pheavy_sn_26_H;-0.499992715087
pheavy_sn_26_Si;-288.938713265
pheavy_sn_26_Sn;-213.936268866
;
pheavy_sn_27;-310.910154240
pheavy_sn_27_H;-0.499992715087
pheavy_sn_27_C;-37.788273935
pheavy_sn_27_N;-54.527934777
pheavy_sn_27_Sn;-213.936061662
;
pheavy_sn_28;-506.731235930
pheavy_sn_28_H;-0.499992715087
pheavy_sn_28_O;-75.002435468
pheavy_sn_28_Sn;-213.936278395
;
pheavy_sn_29;-437.641893850
pheavy_sn_29_H;-0.499992715087
pheavy_sn_29_N;-54.527915130
pheavy_sn_29_Sn;-213.935930413
;
pheavy_sn_30;-517.162062900
pheavy_sn_30_H;-0.499992715087
pheavy_sn_30_O;-75.002380738
pheavy_sn_30_Sn;-213.936008396
;
pheavy_sn_31;-611.800669940
pheavy_sn_31_S;-397.672920786
pheavy_sn_31_Sn;-213.936352340
;
pheavy_sn_32;-1674.593668240
pheavy_sn_32_H;-0.499992715087
pheavy_sn_32_C;-37.788272426
pheavy_sn_32_Cl;-459.703394706
pheavy_sn_32_Sn;-213.936049893
;
pheavy_sn_33;-2059.878842470
pheavy_sn_33_H;-0.499992715087
pheavy_sn_33_C;-37.788287898
pheavy_sn_33_N;-54.527951081
pheavy_sn_33_O;-75.002413612
pheavy_sn_33_F;-99.665198167
pheavy_sn_33_S;-397.672863275
pheavy_sn_33_Cl;-459.703441806
pheavy_sn_33_Sn_cation;-213.666880175
pheavy_sn_33_Sn;-213.936170573
;
pheavy_sn_34;-1593.099809640
pheavy_sn_34_Cl;-459.703522518
pheavy_sn_34_Sn_cation;-213.667074900
;
pheavy_sn_35;-917.584187160
pheavy_sn_35_H;-0.499992715087
pheavy_sn_35_N;-54.527970282
pheavy_sn_35_Sn_cation;-213.667000957
pheavy_sn_35_Sn;-213.936298845
;
pheavy_sn_36;-558.234683400
pheavy_sn_36_H;-0.499992715087
pheavy_sn_36_P;-340.829976049
pheavy_sn_36_Sn_cation;-213.666967001
;
pheavy_sb_1;-1040.149136810
pheavy_sb_1_H;-0.499992715087
pheavy_sb_1_F;-99.665239113
pheavy_sb_1_Cl_anion;-459.838496162
pheavy_sb_1_Sb;-239.917271684
;
pheavy_sb_2;-2162.817662310
pheavy_sb_2_H;-0.499992715087
pheavy_sb_2_C;-37.788288635
pheavy_sb_2_N;-54.527951942
pheavy_sb_2_O;-75.002414778
pheavy_sb_2_F;-99.665199633
pheavy_sb_2_S;-397.672865095
pheavy_sb_2_Cl_anion;-459.838409238
pheavy_sb_2_Sb;-239.917114244
;
pheavy_sb_3;-599.302377020
pheavy_sb_3_H;-0.499992715087
pheavy_sb_3_C;-37.788256318
pheavy_sb_3_N;-54.527914207
pheavy_sb_3_O_anion;-75.055817119
pheavy_sb_3_O;-75.002363680
pheavy_sb_3_Sb;-239.916857999
;
pheavy_sb_4;-2998.872290100
pheavy_sb_4_Cl_anion;-459.838488441
pheavy_sb_4_Cl;-459.703499131
pheavy_sb_4_Sb;-239.917257699
;
pheavy_sb_5;-675.805184060
pheavy_sb_5_C;-37.788287758
pheavy_sb_5_S_anion;-397.749861761
pheavy_sb_5_Sb;-239.917107289
;
pheavy_sb_6;-296.327267450
pheavy_sb_6_H;-0.499992715087
pheavy_sb_6_N;-54.527945771
pheavy_sb_6_Sb_anion;-239.950346194
;
pheavy_sb_7;-410.179554960
pheavy_sb_7_H;-0.499992715087
pheavy_sb_7_C;-37.788269472
pheavy_sb_7_N;-54.527929566
pheavy_sb_7_O;-75.002384478
pheavy_sb_7_Sb;-239.916962299
;
pheavy_sb_8;-1295.008651500
pheavy_sb_8_H;-0.499992715087
pheavy_sb_8_C;-37.788236206
pheavy_sb_8_N;-54.527890723
pheavy_sb_8_Cl;-459.703284440
pheavy_sb_8_Sb;-239.916698534
;
pheavy_sb_9;-1891.785560920
pheavy_sb_9_H;-0.499992715087
pheavy_sb_9_C;-37.788243564
pheavy_sb_9_N;-54.527899314
pheavy_sb_9_S;-397.672753860
pheavy_sb_9_Sb;-239.916756871
;
pheavy_sb_10;-714.453618720
pheavy_sb_10_H;-0.499992715087
pheavy_sb_10_C;-37.788272276
pheavy_sb_10_O;-75.002388911
pheavy_sb_10_Sb;-239.916984528
;
pheavy_sb_11;-2742.565426570
pheavy_sb_11_H;-0.499992715087
pheavy_sb_11_C;-37.788269526
pheavy_sb_11_S;-397.672817933
pheavy_sb_11_Sb;-239.916962723
;
pheavy_sb_12;-3571.304453790
pheavy_sb_12_H;-0.499992715087
pheavy_sb_12_C;-37.788274011
pheavy_sb_12_O;-75.002391654
pheavy_sb_12_S;-397.672829001
pheavy_sb_12_Cl;-459.703399529
pheavy_sb_12_Sb;-239.916998284
;
pheavy_sb_13;-268.300850140
pheavy_sb_13_H;-0.499992715087
pheavy_sb_13_B;-24.601593190
pheavy_sb_13_Sb;-239.917150925
;
pheavy_sb_14;-747.064157060
pheavy_sb_14_H;-0.499992715087
pheavy_sb_14_C;-37.788279362
pheavy_sb_14_O;-75.002400115
pheavy_sb_14_Sb;-239.917040716
;
pheavy_sb_15;-542.444365650
pheavy_sb_15_H;-0.499992715087
pheavy_sb_15_O;-75.002381123
pheavy_sb_15_Sb;-239.916945474
;
pheavy_sb_16;-375.549387730
pheavy_sb_16_H;-0.499992715087
pheavy_sb_16_C;-37.788265860
pheavy_sb_16_N;-54.527925348
pheavy_sb_16_Sb;-239.916933657
;
pheavy_sb_17;-814.153439180
pheavy_sb_17_H;-0.499992715087
pheavy_sb_17_C;-37.788288719
pheavy_sb_17_O;-75.002414910
pheavy_sb_17_Cl;-459.703444307
pheavy_sb_17_Sb;-239.917114909
;
pheavy_sb_18;-1136.733827390
pheavy_sb_18_H;-0.499992715087
pheavy_sb_18_O;-75.002441429
pheavy_sb_18_F;-99.665233147
pheavy_sb_18_Sb;-239.917247892
;
pheavy_sb_19;-1802.679511430
pheavy_sb_19_H;-0.499992715087
pheavy_sb_19_C;-37.788261455
pheavy_sb_19_O;-75.002371802
pheavy_sb_19_S;-397.672798014
pheavy_sb_19_Cl;-459.703361305
pheavy_sb_19_Sb;-239.916898729
;
pheavy_sb_20;-472.443770740
pheavy_sb_20_H;-0.499992715087
pheavy_sb_20_C;-37.788252603
pheavy_sb_20_Sb;-239.916828548
;
pheavy_sb_21;-559.646548050
pheavy_sb_21_H;-0.499992715087
pheavy_sb_21_C;-37.788292379
pheavy_sb_21_Sb;-239.917143930
;
pheavy_sb_22;-4937.782461250
pheavy_sb_22_S;-397.672900925
pheavy_sb_22_Sb;-239.917229358
;
pheavy_sb_23;-587.146973650
pheavy_sb_23_H;-0.499992715087
pheavy_sb_23_C;-37.788249995
pheavy_sb_23_O;-75.002353683
pheavy_sb_23_Sb;-239.916807866
;
pheavy_sb_24;-2079.874602200
pheavy_sb_24_Br;-416.236231980
pheavy_sb_24_Sb;-239.917324722
pheavy_sb_24_I;-295.435098361
;
pheavy_sb_25;-1619.396150010
pheavy_sb_25_Cl;-459.703516339
pheavy_sb_25_Sb;-239.917302518
;
pheavy_sb_26;-615.813720180
pheavy_sb_26_H;-0.499992715087
pheavy_sb_26_O;-75.002396088
pheavy_sb_26_F;-99.665176131
pheavy_sb_26_Sb;-239.917020522
;
pheavy_sb_27;-390.788327500
pheavy_sb_27_H;-0.499992715087
pheavy_sb_27_O;-75.002397242
pheavy_sb_27_Sb;-239.917026307
;
pheavy_sb_28;-433.182053770
pheavy_sb_28_H;-0.499992715087
pheavy_sb_28_C;-37.788255895
pheavy_sb_28_Sb;-239.916854650
;
pheavy_sb_29;-548.707487440
pheavy_sb_29_H;-0.499992715087
pheavy_sb_29_C;-37.788250306
pheavy_sb_29_O;-75.002354175
pheavy_sb_29_Sb;-239.916810335
;
pheavy_sb_30;-518.623622880
pheavy_sb_30_H;-0.499992715087
pheavy_sb_30_C;-37.788273098
pheavy_sb_30_F;-99.665168741
pheavy_sb_30_Sb;-239.916991051
;
pheavy_sb_31;-278.847362600
pheavy_sb_31_H;-0.499992715087
pheavy_sb_31_C;-37.788295889
pheavy_sb_31_Sb_cation;-239.581486530
;
pheavy_sb_32;-1495.220123400
pheavy_sb_32_H;-0.499992715087
pheavy_sb_32_C;-37.788291915
pheavy_sb_32_O;-75.002419963
pheavy_sb_32_F;-99.665206154
pheavy_sb_32_Cl;-459.703454035
pheavy_sb_32_Sb_cation;-239.581457178
pheavy_sb_32_Sb;-239.917140247
;
pheavy_sb_33;-681.500571980
pheavy_sb_33_H;-0.499992715087
pheavy_sb_33_C;-37.788238805
pheavy_sb_33_N;-54.527893758
pheavy_sb_33_Sb_cation;-239.581064911
;
pheavy_sb_34;-960.280559010
pheavy_sb_34_H;-0.499992715087
pheavy_sb_34_Sb_cation;-239.581649397
pheavy_sb_34_Sb;-239.917346597
;
pheavy_sb_35;-638.797527950
pheavy_sb_35_F;-99.665185410
pheavy_sb_35_Sb_cation;-239.581380120
;
pheavy_sb_36;-532.326604530
pheavy_sb_36_H;-0.499992715087
pheavy_sb_36_Si_cation;-288.639378414
pheavy_sb_36_Sb;-239.917222715
;
pheavy_te_1;-343.568093380
pheavy_te_1_H;-0.499992715087
pheavy_te_1_O;-75.002432111
pheavy_te_1_Te_anion;-267.789072657
;
pheavy_te_2;-536.206632480
pheavy_te_2_H;-0.499992715087
pheavy_te_2_Te_anion;-267.789305311
pheavy_te_2_Te;-267.712455919
;
pheavy_te_3;-917.061484720
pheavy_te_3_H;-0.499992715087
pheavy_te_3_C;-37.788302880
pheavy_te_3_O;-75.002437300
pheavy_te_3_Te_anion;-267.789104248
pheavy_te_3_Te;-267.712279206
;
pheavy_te_4;-574.309427040
pheavy_te_4_H;-0.499992715087
pheavy_te_4_C;-37.788254322
pheavy_te_4_O;-75.002360524
pheavy_te_4_Te_anion;-267.788636828
;
pheavy_te_5;-569.036405000
pheavy_te_5_H;-0.499992715087
pheavy_te_5_O;-75.002382789
pheavy_te_5_Te_anion;-267.788772380
;
pheavy_te_6;-843.480691390
pheavy_te_6_H;-0.499992715087
pheavy_te_6_C;-37.788264818
pheavy_te_6_Te;-267.711957193
;
pheavy_te_7;-306.960647270
pheavy_te_7_H;-0.499992715087
pheavy_te_7_C;-37.788297088
pheavy_te_7_Te;-267.712230209
;
pheavy_te_8;-422.587688370
pheavy_te_8_H;-0.499992715087
pheavy_te_8_C;-37.788270063
pheavy_te_8_O;-75.002385412
pheavy_te_8_Te;-267.712001564
;
pheavy_te_9;-612.796173330
pheavy_te_9_H;-0.499992715087
pheavy_te_9_C;-37.788300100
pheavy_te_9_Te;-267.712255691
;
pheavy_te_10;-666.729921130
pheavy_te_10_H;-0.499992715087
pheavy_te_10_S;-397.672918447
pheavy_te_10_Te;-267.712341590
;
pheavy_te_11;-966.184896410
pheavy_te_11_H;-0.499992715087
pheavy_te_11_C;-37.788253845
pheavy_te_11_N;-54.527911319
pheavy_te_11_O;-75.002359769
pheavy_te_11_F;-99.665130459
pheavy_te_11_Te;-267.711864352
;
pheavy_te_12;-1072.285937380
pheavy_te_12_H;-0.499992715087
pheavy_te_12_Te;-267.712416131
;
pheavy_te_13;-1209.400686670
pheavy_te_13_H;-0.499992715087
pheavy_te_13_C;-37.788292035
pheavy_te_13_O;-75.002420153
pheavy_te_13_F;-99.665206392
pheavy_te_13_Cl;-459.703454401
pheavy_te_13_Te;-267.712187456
;
pheavy_te_14;-705.199622580
pheavy_te_14_H;-0.499992715087
pheavy_te_14_C;-37.788247418
pheavy_te_14_N;-54.527903815
pheavy_te_14_O;-75.002349608
pheavy_te_14_Te;-267.711809982
;
pheavy_te_15;-933.312956170
pheavy_te_15_S;-397.672937780
pheavy_te_15_Te;-267.712407863
;
pheavy_te_16;-2222.068409380
pheavy_te_16_O;-75.002419665
pheavy_te_16_S;-397.672872723
pheavy_te_16_Te;-267.712184844
;
pheavy_te_17;-2106.891723580
pheavy_te_17_Cl;-459.703502729
pheavy_te_17_Te;-267.712321763
;
pheavy_te_18;-3026.406778900
pheavy_te_18_Cl;-459.703491552
pheavy_te_18_Te;-267.712290700
;
pheavy_te_19;-380.972770140
pheavy_te_19_C;-37.788286657
pheavy_te_19_O;-75.002411650
pheavy_te_19_Te;-267.712141958
;
pheavy_te_20;-467.325255440
pheavy_te_20_F;-99.665209213
pheavy_te_20_Te;-267.712199460
;
pheavy_te_21;-742.026548340
pheavy_te_21_O;-75.002393056
pheavy_te_21_F;-99.665172317
pheavy_te_21_Te;-267.712042462
;
pheavy_te_22;-362.288103550
pheavy_te_22_H;-0.499992715087
pheavy_te_22_C;-37.788284163
pheavy_te_22_N;-54.527946719
pheavy_te_22_Te;-267.712120853
;
pheavy_te_23;-1075.780441710
pheavy_te_23_H;-0.499992715087
pheavy_te_23_Te;-267.712386701
;
pheavy_te_24;-268.819023960
pheavy_te_24_H;-0.499992715087
pheavy_te_24_Te;-267.712367806
;
pheavy_te_25;-908.857436290
pheavy_te_25_H;-0.499992715087
pheavy_te_25_C;-37.788264210
pheavy_te_25_N;-54.527923422
pheavy_te_25_Te;-267.711952047
;
pheavy_te_26;-765.514564560
pheavy_te_26_H;-0.499992715087
pheavy_te_26_C;-37.788278419
pheavy_te_26_O;-75.002398624
pheavy_te_26_Te;-267.712072260
;
pheavy_te_27;-835.842838140
pheavy_te_27_H;-0.499992715087
pheavy_te_27_O;-75.002384019
pheavy_te_27_P;-340.829919064
pheavy_te_27_Te;-267.711994110
;
pheavy_te_28;-346.237583670
pheavy_te_28_H;-0.499992715087
pheavy_te_28_C;-37.788281960
pheavy_te_28_Te;-267.712102220
;
pheavy_te_29;-454.388210780
pheavy_te_29_H;-0.499992715087
pheavy_te_29_C;-37.788265094
pheavy_te_29_N;-54.527924454
pheavy_te_29_Te;-267.711959528
;
pheavy_te_30;-2274.636204720
pheavy_te_30_H;-0.499992715087
pheavy_te_30_C;-37.788290729
pheavy_te_30_N;-54.527954386
pheavy_te_30_O;-75.002418088
pheavy_te_30_F;-99.665203796
pheavy_te_30_S;-397.672870262
pheavy_te_30_Cl;-459.703450425
pheavy_te_30_Te_cation;-267.389175508
pheavy_te_30_Te;-267.712176407
;
pheavy_te_31;-654.846140330
pheavy_te_31_H;-0.499992715087
pheavy_te_31_C;-37.788287558
pheavy_te_31_Te_cation;-267.389151266
pheavy_te_31_Te;-267.712149581
;
pheavy_te_32;-1516.372393000
pheavy_te_32_Br;-416.236194316
pheavy_te_32_Te_cation;-267.389312588
;
pheavy_i_1;-1424.254464010
pheavy_i_1_Al;-241.934324598
pheavy_i_1_I_anion;-295.559096837
pheavy_i_1_I;-295.435214063
;
pheavy_i_2;-1553.497627270
pheavy_i_2_C;-37.788315714
pheavy_i_2_I_anion;-295.558972175
pheavy_i_2_I;-295.435103181
;
pheavy_i_3;-924.473652750
pheavy_i_3_C;-37.788317302
pheavy_i_3_I_anion;-295.558988314
pheavy_i_3_I;-295.435117536
;
pheavy_i_4;-401.869997300
pheavy_i_4_H;-0.499992715087
pheavy_i_4_B;-24.601579539
pheavy_i_4_I_anion;-295.558526785
;
pheavy_i_5;-595.995101190
pheavy_i_5_O;-75.002385885
pheavy_i_5_I_anion;-295.558511238
;
pheavy_i_6;-1426.892857410
pheavy_i_6_H;-0.499992715087
pheavy_i_6_C;-37.788298589
pheavy_i_6_N;-54.527963564
pheavy_i_6_O;-75.002430516
pheavy_i_6_I_anion;-295.558798124
pheavy_i_6_I;-295.434948370
;
pheavy_i_7;-372.730551880
pheavy_i_7_H;-0.499992715087
pheavy_i_7_C;-37.788293306
pheavy_i_7_I_anion;-295.558744433
;
pheavy_i_8;-721.540199360
pheavy_i_8_C;-37.788294556
pheavy_i_8_N;-54.527958854
pheavy_i_8_I_anion;-295.558757132
pheavy_i_8_I;-295.434911909
;
pheavy_i_9;-1766.688838830
pheavy_i_9_Si;-288.938743463
pheavy_i_9_I_anion;-295.559068079
pheavy_i_9_I;-295.435188484
;
pheavy_i_10;-4086.468365210
pheavy_i_10_Al;-241.934306203
pheavy_i_10_I;-295.434934488
;
pheavy_i_11;-668.203911640
pheavy_i_11_H;-0.499992715087
pheavy_i_11_C;-37.788304614
pheavy_i_11_I;-295.435002833
;
pheavy_i_12;-666.942007680
pheavy_i_12_C;-37.788305583
pheavy_i_12_I;-295.435011592
;
pheavy_i_13;-1848.866983160
pheavy_i_13_C;-37.788314026
