System;PNO-LCCSD(T)-F12b;wB97M-V;PBE0-D4;B3LYP-D4;M06-2X;r2SCAN-D4;PBE-D4;g-xTB;UMA;r2SCAN-3c
tm_re_23;-1061.104845130000;-3219.267241443000;-3218.724206695000;-3219.264384133000;-3219.344944133000;-3219.404684432000;-3218.743179555000;-3219.197469494200;-3219.167830140000;-3219.269547729000
tm_re_24;-1104.581370390000;-1105.402218945000;-1104.882297999000;-1105.337504207000;-1105.298613995000;-1105.402471319000;-1104.952674737000;-1105.371537677400;-1105.341700930000;-1105.303466127000
tm_re_25;-2167.503793140000;-2169.476255787000;-2168.752049994000;-2169.365018200000;-2169.436279192000;-2169.508966094000;-2168.676476131000;-2169.395861588100;-2169.390431150000;-2169.366239148000
tm_re_26;-956.113378030000;-957.002664958900;-956.440483212500;-956.972625043300;-956.953712283000;-957.018842271800;-956.482932424300;-956.923101050300;-956.950356220000;-956.890746892400
tm_re_27;-732.643761600000;-733.175335938300;-732.963646662300;-733.207881786900;-733.164880668900;-733.301777892100;-732.958125893200;-733.168956511700;-733.140224320000;-733.211658623200
tm_re_28;-636.844054220000;-637.231291093100;-636.833636248500;-637.185574791300;-637.132683246500;-637.227938959900;-636.942681863000;-637.166464649500;-637.191724520000;-637.145842960500
tm_re_29;-2693.146027990000;-2695.759021032000;-2694.946548800000;-2695.671201971000;-2695.708875978000;-2695.838751734000;-2694.881547543000;-2695.705276170600;-2695.679519450000;-2695.670094910000
tm_re_30;-417.362795700000;-417.390357611100;-417.271571588200;-417.467445218200;-417.371238125900;-417.508115509800;-417.312299359200;-417.412579216700;-417.361980790000;-417.412050326200
tm_re_31;-1644.005291990000;-1645.384450118000;-1644.508171870000;-1645.302797821000;-1645.214485970000;-1645.426133922000;-1644.622876261000;-1645.330364507900;-1645.253510400000;-1645.241504862000
tm_re_32;-1207.994997140000;-1209.016580745000;-1208.651743679000;-1209.047042758000;-1209.027147741000;-1209.139184582000;-1208.610587577000;-1208.984752974800;-1208.964077940000;-1209.011865358000
tm_os_1;-1251.619862070000;-1252.594566898000;-1252.197045139000;-1252.603561682000;-1252.551749579000;-1252.694016969000;-1252.216881060000;-1252.568863971200;-1252.540675870000;-1252.584675938000
tm_os_2;-889.813851320000;-890.551300674200;-890.032847278400;-890.535188072200;-890.463629507800;-890.579905655700;-890.133042495000;-890.492259834500;-890.512036700000;-890.453913170400
tm_os_3;-668.822430390000;-669.326818882300;-669.013965607400;-669.343792851200;-669.298071954600;-669.411198861100;-669.053713154500;-669.303919701600;-669.287002390000;-669.314435275800
tm_os_4;-940.785492080000;-941.757767368700;-941.459035366600;-941.748050375500;-941.723117134700;-941.860812117400;-941.451154333600;-941.729488553400;-941.714895500000;-941.765242050800
tm_os_5;-293.996351420000;-294.123134177700;-294.082523977800;-294.191154911000;-294.152802262700;-294.290707633600;-294.112859235100;-294.090181924100;-294.102916040000;-294.222549939600
tm_os_6;-2484.861459890000;-2486.790205122000;-2486.117298518000;-2486.730733285000;-2486.740930198000;-2486.979800468000;-2486.057671945000;-2486.678785360900;-2486.677999450000;-2486.789951636000
tm_os_7;-1844.646930070000;-1846.483536673000;-1845.959709355000;-1846.467493563000;-1846.466622904000;-1846.611910079000;-1845.906592815000;-1846.401960263100;-1846.408697270000;-1846.471384267000
tm_os_8;-827.983817290000;-828.331029286200;-828.043576581800;-828.371067751900;-828.213667653600;-828.552262094400;-828.190832745000;-828.287689424500;-828.217806710000;-828.414457899900
tm_os_9;-1015.114270470000;-1015.910281993000;-1015.504015910000;-1015.910536813000;-1015.866557419000;-1015.988742191000;-1015.533275011000;-1015.874958381300;-1015.860636440000;-1015.872289276000
tm_os_10;-1724.952678640000;-1726.130436896000;-1725.730675298000;-1726.211844827000;-1726.073453564000;-1726.418851088000;-1725.793135748000;-1726.107347159100;-1726.002277400000;-1726.239209765000
tm_os_11;-908.724450390000;-909.615522432100;-909.075337056700;-909.550796056100;-909.548250771200;-909.621991899500;-909.120547189700;-909.574931266500;-909.561251130000;-909.503528862300
tm_os_12;-1251.888874680000;-1253.044018588000;-1252.537532420000;-1253.015324842000;-1253.039807908000;-1253.114628083000;-1252.470776570000;-1252.997738242500;-1252.980511610000;-1252.982765370000
tm_os_13;-1577.478439120000;-1578.991350705000;-1578.636194087000;-1579.046854824000;-1578.979910276000;-1579.170734127000;-1578.570185284000;-1578.910137520900;-1578.928238050000;-1579.022728290000
tm_os_14;-1005.987624740000;-1006.919979629000;-1006.498489646000;-1006.917984961000;-1006.885509298000;-1006.996884546000;-1006.507012261000;-1006.881132322000;-1006.862135870000;-1006.872278381000
tm_os_15;-714.083841910000;-714.530735523800;-714.129950075500;-714.511470524500;-714.452897303900;-714.554610361300;-714.187875877200;-714.410521864200;-714.429918860000;-714.481322973900
tm_os_16;-1756.098350870000;-10386.970814759999;-10386.466977570000;-10387.202622180001;-10387.700504240000;-10387.656982799999;-10386.199904350000;-10386.752702059401;-10386.764768350000;-10387.408575600000
tm_os_17;-1088.921789770000;-1089.640649296000;-1089.437337342000;-1089.676440443000;-1089.638464080000;-1089.793759367000;-1089.438364864000;-1089.611796167200;-1089.600613960000;-1089.716718933000
tm_os_18;-430.536544850000;-430.707970532100;-430.520043313300;-430.726672912100;-430.644439842200;-430.789745098400;-430.620814905500;-430.709582715600;-430.656161350000;-430.729181146800
tm_os_19;-837.447819660000;-838.189461809800;-837.819023954000;-838.171521562900;-838.109897151800;-838.254597995100;-837.875544384400;-838.159750090300;-838.137969100000;-838.160237975400
tm_os_20;-653.254637970000;-653.703023662700;-653.311628244000;-653.661362963500;-653.588513817400;-653.717860531900;-653.427285962500;-653.667839352800;-653.630377350000;-653.632928120400
tm_os_21;-603.401678580000;-603.845833412000;-603.514461262100;-603.808802128700;-603.770345988400;-603.881850451200;-603.581684509200;-603.822368237900;-603.798495820000;-603.800184787400
tm_os_22;-2269.892294780000;-2272.074932477000;-2271.426463829000;-2272.021177068000;-2272.029722981000;-2272.191962168000;-2271.393912502000;-2272.023234153200;-2271.988416530000;-2272.044870503000
tm_os_23;-1362.879248230000;-1363.924360299000;-1363.342594860000;-1363.891289185000;-1363.795996623000;-1364.064166233000;-1363.445156136000;-1363.865917381100;-1363.825490460000;-1363.903046769000
tm_os_24;-918.710238900000;-919.409753898900;-918.878933664100;-919.377355618700;-919.306797471700;-919.428932707900;-918.999161641400;-919.380257711700;-919.361971050000;-919.285599947300
tm_os_25;-695.205345160000;-695.735692407000;-695.384100557200;-695.751388666700;-695.670363281000;-695.825243379800;-695.476712632200;-695.695422025400;-695.695307260000;-695.705831034300
tm_os_26;-519.051687350000;-519.395972762700;-519.197210965700;-519.418752065800;-519.371640428200;-519.505115343500;-519.212527193600;-519.391245366200;-519.359005740000;-519.421490153500
tm_os_27;-978.971737450000;-979.450519283800;-978.987079584900;-979.451747678400;-979.274096668100;-979.598522107300;-979.167779515900;-979.468152159700;-979.353360260000;-979.458607757400
tm_os_28;-873.931301580000;-874.688760096000;-874.368715532400;-874.638830418600;-874.645583825000;-874.752052008200;-874.369090334500;-874.646371223400;-874.642314660000;-874.655081780600
tm_os_29;-1122.396616430000;-1123.492587170000;-1123.131180492000;-1123.475355134000;-1123.465002785000;-1123.589312655000;-1123.107887455000;-1123.458314885000;-1123.445176960000;-1123.481143761000
tm_os_30;-515.879092120000;-516.258046648200;-516.031792877600;-516.239184669900;-516.213698501900;-516.330215312400;-516.045867932900;-516.207020401800;-516.221001420000;-516.251553937500
tm_os_31;-477.793850200000;-478.110353652200;-477.918683330300;-478.101617690700;-478.070821365800;-478.196692082100;-477.937887730900;-478.070759348700;-478.069867000000;-478.118053487900
tm_os_32;-1199.917002960000;-1200.990172392000;-1200.643688844000;-1201.021680398000;-1200.989693387000;-1201.127194341000;-1200.606750213000;-1200.934930243500;-1200.935042000000;-1200.994882649000
tm_os_33;-796.105226620000;-796.806443663400;-796.516369459200;-796.775763139300;-796.760172296200;-796.883339880400;-796.525064097200;-796.751725637200;-796.757123090000;-796.784087548700
tm_ir_1;-787.141744250000;-787.881022368300;-787.480170682400;-787.895060840600;-787.841288947600;-787.957772661200;-787.542610734700;-787.810022245900;-787.836805690000;-787.837830020700
tm_ir_2;-517.878235920000;-517.852764540300;-517.815528340500;-517.993958056900;-517.795302370900;-518.149026154700;-517.983899544400;-517.854224522700;-517.818771110000;-518.046738513000
tm_ir_3;-517.751471160000;-517.715875044300;-517.680376507600;-517.863934862500;-517.631747174900;-518.027835291000;-517.870932414500;-517.697905440500;-517.677818990000;-517.906168720900
tm_ir_4;-438.270709920000;-438.139604956200;-438.159849671500;-438.275796900500;-438.060375504600;-438.436375581500;-438.321828398400;-438.147908793100;-438.077353470000;-438.334642713400
tm_ir_5;-274.189687890000;-274.189786373600;-274.154083634400;-274.252855198000;-274.151921264100;-274.325954059300;-274.239094821800;-274.201406445400;-274.167478170000;-274.266610778400
tm_ir_6;-1616.416096040000;-1617.715901069000;-1617.323919347000;-1617.701555927000;-1617.701074007000;-1617.830250291000;-1617.287205568000;-1617.658792628500;-1617.665751460000;-1617.725361956000
tm_ir_7;-1863.384335190000;-1864.980471350000;-1864.557179470000;-1864.961831446000;-1864.969420301000;-1865.116152724000;-1864.509047209000;-1864.920026226100;-1864.925507210000;-1865.004311233000
tm_ir_8;-1307.328036750000;-1308.300386990000;-1307.750383432000;-1308.280915840000;-1308.116338997000;-1308.444015146000;-1307.910165272000;-1308.242003889700;-1308.191743600000;-1308.290452962000
tm_ir_9;-581.753670360000;-582.269451121200;-582.015002910400;-582.271732481600;-582.238940471900;-582.355336580700;-582.012452605800;-582.252297093400;-582.235430260000;-582.262195913000
tm_ir_10;-1442.504837810000;-1443.401312595000;-1443.146026248000;-1443.500215572000;-1443.365961725000;-1443.708827411000;-1443.187278198000;-1443.399618487900;-1443.335148810000;-1443.566200068000
tm_ir_11;-1843.520832130000;-1845.016587242000;-1844.692411027000;-1845.106411259000;-1844.975274075000;-1845.353659476000;-1844.730169087000;-1844.968014132600;-1844.912770680000;-1845.195545384000
tm_ir_12;-579.519306950000;-579.947816216000;-579.651786576500;-579.932384344600;-579.867159174300;-580.004656082700;-579.722706163500;-579.937942141800;-579.911855530000;-579.921184432300
tm_ir_13;-483.206809350000;-483.556492751700;-483.331218041300;-483.547568805800;-483.499364968200;-483.622835109100;-483.390400623400;-483.540178426500;-483.532743050000;-483.550201848500
tm_ir_14;-220.252826410000;-220.234083352500;-220.242798415700;-220.289975231600;-220.222901462900;-220.367965288900;-220.301918513400;-220.236255046700;-220.220884600000;-220.328642066900
tm_ir_15;-603.280101270000;-603.527672531400;-603.264108692900;-603.562444743500;-603.421851815400;-603.623235967200;-603.377559085000;-603.521239032700;-603.498331300000;-603.523395411300
tm_ir_16;-107.402254400000;-107.193100754400;-107.306586802400;-107.292118858200;-107.179719018500;-107.371700610200;-107.366138225400;-107.180642319200;-107.170889300000;-107.328652832800
tm_ir_17;-574.014526050000;-574.374022152200;-574.081330499200;-574.369428282600;-574.261669897400;-574.444234572400;-574.209456769900;-574.343901054600;-574.324441010000;-574.364484442300
tm_ir_18;-969.999904500000;-970.626939881200;-970.200176031800;-970.618602779600;-970.479040504700;-970.781004732600;-970.344878984300;-970.598409613700;-970.547304670000;-970.641262289300
tm_ir_19;-2310.715324720000;-2312.625684531000;-2312.042517991000;-2312.596361246000;-2312.552215839000;-2312.847177418000;-2312.011835897000;-2312.549774980700;-2312.537905750000;-2312.659093791000
tm_ir_20;-922.684585050000;-923.429141935500;-923.260806088600;-923.480162146700;-923.403639225900;-923.599915325400;-923.283080783700;-923.384140762600;-923.381417030000;-923.498706370200
tm_ir_21;-983.167855760000;-984.068125013300;-983.841289572000;-984.125965309400;-984.051039522500;-984.230337201300;-983.838158976000;-984.036034662900;-984.030805630000;-984.130880909900
tm_ir_22;-1363.059103890000;-1364.260091099000;-1363.943674252000;-1364.280138239000;-1364.234521649000;-1364.401738579000;-1363.918348450000;-1364.201316798500;-1364.210500810000;-1364.292632736000
tm_ir_23;-1537.341062740000;-1538.461287387000;-1537.995239959000;-1538.483921179000;-1538.346271335000;-1538.667918738000;-1538.091811792000;-1538.420291341200;-1538.370499320000;-1538.503222700000
tm_ir_24;-518.827231110000;-519.173405232300;-518.954998214100;-519.176421388900;-519.110038162100;-519.264003303000;-519.020110204200;-519.177868556000;-519.140049310000;-519.162564303400
tm_ir_25;-2172.314781120000;-2174.391675747000;-2173.714003532000;-2174.367197492000;-2174.375522089000;-2174.500704348000;-2173.619647386000;-2174.293645976800;-2174.308911710000;-2174.320638927000
tm_ir_26;-1954.088290070000;-1959.732054723000;-1959.481299205000;-1959.792721631000;-1959.570258577000;-1960.140757515000;-1959.405253993000;-1959.663659823900;-1959.685500390000;-1959.858130606000
tm_ir_27;-813.581924280000;-813.898157869500;-813.585604672800;-813.941699002600;-813.771527220100;-814.086372374000;-813.765406809100;-813.863377624600;-813.835548530000;-813.946470056900
tm_ir_28;-1078.116166670000;-1078.715764160000;-1078.214071733000;-1078.735935186000;-1078.562575922000;-1078.847918227000;-1078.372130801000;-1078.650515978300;-1078.633746590000;-1078.665397716000
tm_ir_29;-682.420873540000;-682.985192018800;-682.665428363600;-682.995202592200;-682.950940230400;-683.065551098800;-682.695397471500;-682.964132057200;-682.946496360000;-682.966229516700
tm_ir_30;-1261.289821880000;-1266.285030800000;-1266.012248734000;-1266.311585672000;-1266.096526013000;-1266.607331113000;-1266.023593936000;-1266.257437983300;-1266.247441620000;-1266.334328766000
tm_ir_31;-759.102248060000;-759.881604145800;-759.484833936100;-759.841345600900;-759.833231421100;-759.925424997700;-759.500154109100;-759.847955536300;-759.840970550000;-759.824598868900
tm_ir_32;-546.020427120000;-546.454688650600;-546.218886922900;-546.466688120100;-546.417078635100;-546.541528353600;-546.254013760800;-546.424929496700;-546.424525220000;-546.457838213000
tm_ir_33;-727.442812270000;-727.951348264500;-727.542710993800;-727.927257681500;-727.866013229600;-727.973379824000;-727.598669353600;-727.801882080900;-727.874547500000;-727.895133832000
tm_ir_34;-2283.241673870000;-2285.486481541000;-2284.821373895000;-2285.419207283000;-2285.430617567000;-2285.587800846000;-2284.785487492000;-2285.435893529100;-2285.416074990000;-2285.436228235000
tm_ir_35;-1242.374960200000;-5558.027130196000;-5557.596491725000;-5558.145586920000;-5558.353477022000;-5558.392825132000;-5557.486379393000;-5557.912529087900;-5557.898788170000;-5558.203980614000
tm_ir_36;-1250.015878310000;-1250.923149208000;-1250.617457435000;-1250.940013115000;-1250.896753746000;-1251.045386210000;-1250.587782242000;-1250.884135073900;-1250.871778000000;-1250.925332771000
tm_ir_37;-597.085030710000;-597.514601316200;-597.239050630000;-597.541220611200;-597.449493808100;-597.604970889100;-597.319042726000;-597.466726615800;-597.479385300000;-597.506446879700
tm_ir_38;-172.367246260000;-172.255828438800;-172.326769064300;-172.356460046000;-172.260022105200;-172.433800914300;-172.369129342300;-172.251662134100;-172.235177060000;-172.374445595300
tm_ir_39;-932.086825460000;-932.842837292500;-932.314453764400;-932.812033831100;-932.731215351800;-932.870671054300;-932.435539324300;-932.801248135400;-932.793178090000;-932.719711719500
